FabricID,ContainerID,QtyRequired,CreatedOn,ItemDescription,Qty_Used,YarnID
16206,3731,236.22566404789,1/4/2021,Fine fleece engineered stripe Polyester/cotton 83/17 220 g/m2 BW,238,348
15926,4487,32.1875,1/4/2021,Jersey (30% recycled cotton/70% virgin cotton) Cotton 100% 160 g/m2 BW,35.7,498
15927,4588,0.44369230769231,1/4/2021,Rib stretch 1x1 (30% recycled cotton/70% virgin cotton) Cotton/elastane 97/3 300 g/m2 BW,0.2,20
15927,4487,14.346051282051,1/4/2021,Rib stretch 1x1 (30% recycled cotton/70% virgin cotton) Cotton/elastane 97/3 300 g/m2 BW,15,498
,1925,3,1/4/2021,,7.08,12
,4315,3.605,1/4/2021,Single sided collar,3,7
10087,4463,902.84908146787,1/4/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,903.12,5
10087,4390,730.7637776819,1/4/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,748.52,5
10087,4588,85.979624165777,1/4/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,69.1,20
,4366,101.00161975,1/4/2021,Single sided collar,101.8,7
,4366,49.38953,1/4/2021,Single sided cuff,49.4,7
,4345,81.083557,1/4/2021,Single sided collar,75.9,7
,4345,39.7247825,1/4/2021,Single sided cuff,39.7,7
13296,4187,676.33045905707,1/4/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,676.3,53
13296,4561,35.596339950372,1/4/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,35.6,19
10201,4187,19.138006412125,1/4/2021,Jersey airjet Viscose 100% 165 g/m2 BW,19.1,53
13296,4187,665.07938556068,1/4/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,664.92,53
13296,4561,35.004178187404,1/4/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,34.8,19
10201,4187,19.138006412125,1/4/2021,Jersey airjet Viscose 100% 165 g/m2 BW,23.48,53
14917,4330,87.803786771302,1/4/2021,Jersey feeder stripe snake  Polyester/cotton 49/51 170 g/m2 BW,87,193
14917,3905,111.36090029531,1/4/2021,Jersey feeder stripe snake  Polyester/cotton 49/51 170 g/m2 BW,112.8,41
14917,4256,349.0735913103,1/4/2021,Jersey feeder stripe snake  Polyester/cotton 49/51 170 g/m2 BW,338.24,174
14917,4390,164.89979466805,1/4/2021,Jersey feeder stripe snake  Polyester/cotton 49/51 170 g/m2 BW,222.8,5
12738,4330,12.422942910748,1/4/2021,Rib 1x1 (snake) Cotton 100% 200 g/m2 BW,14,193
12738,4284,12.422942910748,1/4/2021,Rib 1x1 (snake) Cotton 100% 200 g/m2 BW,12.92,7
14321,4366,3142.6686274921,1/4/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,3142.29,7
14321,4345,2049.945161166,1/4/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,2049.98,7
14321,4561,284.66388361358,1/4/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,349.5,19
14652,4461,191.58,1/5/2021,Rib stretch 4x2 Cotton/elastane 95/5 300 g/m2 BW,187.76,5
14652,4463,383.16,1/5/2021,Rib stretch 4x2 Cotton/elastane 95/5 300 g/m2 BW,382.97,5
14652,4408,27.711267309875,1/5/2021,Rib stretch 4x2 Cotton/elastane 95/5 300 g/m2 BW,27.7,339
10014,4461,4.326,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,5.44,5
10014,4463,8.755,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,8.58,5
16314,4500,7.5005128205128,1/5/2021,Fine fleece (light grey marl) Polyester/cotton 34/66 265 g/m2 BW,11,520
16314,4502,13.627692307692,1/5/2021,Fine fleece (light grey marl) Polyester/cotton 34/66 265 g/m2 BW,20,522
13453,4118,231.34079457364,1/5/2021,Jersey Cotton 100% 160 g/m2 BW,231,6
10035,4284,9.2319317965327,1/5/2021,Rib 1x1 Cotton 100% 200 g/m2 BW,9.2,7
13453,4188,216.3,1/5/2021,Jersey Cotton 100% 160 g/m2 BW,216.8,6
13453,4118,50.985,1/5/2021,Jersey Cotton 100% 160 g/m2 BW,50.7,6
10035,4284,9.7864717088969,1/5/2021,Rib 1x1 Cotton 100% 200 g/m2 BW,9.72,7
10014,4461,222.171,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,221.76,5
10014,4463,222.171,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,222,5
10014,4460,152.131,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,149.8,5
10014,4390,152.131,1/5/2021,Jersey Cotton 100% 165 g/m2 BW,152.28,5
16206,4390,123.34567901235,1/5/2021,Fine fleece engineered stripe Polyester/cotton 83/17 220 g/m2 BW,129.6,5
11270,4345,10.091919191919,1/5/2021,Rib stretch 1x1 Cotton/elastane 97/3 300 g/m2 BW,10.8,7
11270,4408,0.31212121212121,1/5/2021,Rib stretch 1x1 Cotton/elastane 97/3 300 g/m2 BW,0,339
16374,2644,31.692307692308,1/5/2021,Interlock Cotton 100% 280 g/m2 BW,41,5
12820,4573,20.183838383838,1/5/2021,Rib stretch 2x1 Polyester/cotton/elastane 50/47/3 390 g/m2 BW,,315
12820,4408,0.62424242424242,1/5/2021,Rib stretch 2x1 Polyester/cotton/elastane 50/47/3 390 g/m2 BW,,339
16369,4408,0.62424242424242,1/5/2021,Rib stretch 2x1 Viscose/polyester/elastane 68/29/3 390 g/m2 BW,,339
16369,4574,20.183838383838,1/5/2021,Rib stretch 2x1 Viscose/polyester/elastane 68/29/3 390 g/m2 BW,,535
16368,4221,11.620512820513,1/5/2021,Rib 1x1 Cotton 100% 300 g/m2 BW,,4
15241,3948,228.20472735215,1/5/2021,Jersey stretch (organic) Cotton/elastane 95/5 200 g/m2 BW,228,30
15241,4561,11.25458781275,1/5/2021,Jersey stretch (organic) Cotton/elastane 95/5 200 g/m2 BW,11.3,19
10145,4289,38.142405539666,1/5/2021,Jersey organic Cotton 100% 145 g/m2 BW,40.9,31
15606,4397,380.66194714703,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,381.03,193
15606,4028,124.3746956025,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,124.78,102
15606,4345,248.74939120499,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,336.28,7
15606,4397,192.79700255392,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,193,193
15606,4028,62.99308004237,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,63,102
15606,4345,125.98616008474,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,128,7
12472,4397,593.37314930079,1/6/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,593.04,193
12472,4365,278.34282976504,1/6/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,278.6,7
12472,4345,207.14429239016,1/6/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,210.12,7
15552,4397,157.4097212932,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,157.3,193
15552,4028,171.59489966555,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,171.34,102
15552,4345,128.58177814939,1/6/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,131.36,7
12472,4397,16.837638888889,1/6/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,16.8,193
12472,4345,13.77625,1/6/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,13.8,7
14266,4397,16.48,1/6/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,16.5,193
14266,4401,20.6,1/6/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,20.6,41
14321,4366,2744.7179632927,1/6/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,2744.68,7
14321,4345,1964.2734222002,1/6/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,1925.38,7
14321,4561,247.84165186805,1/6/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,247.9,19
,4366,148.4,1/7/2021,,148.4,7
15552,4397,298.99163645332,1/7/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,299.4,193
15552,4028,325.93565020348,1/7/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,329.16,102
15552,4345,244.23444721914,1/7/2021,Jersey feeder stripe snake  Polyester/cotton 38/62 145 g/m2 BW,244.2,7
13296,4187,506.33311858818,1/7/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,508,53
13296,4561,26.649111504641,1/7/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,27,19
10201,4187,19.707415128052,1/7/2021,Jersey airjet Viscose 100% 165 g/m2 BW,19.7,53
14321,4366,382.89130434783,1/7/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,383.13,7
14321,4561,20.152173913043,1/7/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,21.6,19
13296,3939,382.13,1/7/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,378,53
13296,4561,20.6,1/7/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,20.6,19
10141,4533,3421.3347368421,1/7/2021,Jersey stretch lycra Polyamide/elastane 92/8 190 g/m2 BW,3421.54,100
10141,4157,51.174736842105,1/7/2021,Jersey stretch lycra Polyamide/elastane 92/8 190 g/m2 BW,64.8,107
10016,4365,78.369565217391,1/7/2021,Jersey Cotton 100% 145 g/m2 BW,78,7
16118,4152,764.82864182782,1/7/2021,Jersey stretch (organic) Cotton/elastane 90/10 200 g/m2 BW,764.84,32
16118,4152,1625.0673164557,1/7/2021,Jersey stretch (organic) Cotton/elastane 90/10 200 g/m2 BW,1625.32,32
16118,4591,265.54399536483,1/7/2021,Jersey stretch (organic) Cotton/elastane 90/10 200 g/m2 BW,50,20
10146,4152,39.15138121547,1/7/2021,Jersey organic Cotton 100% 120 g/m2 BW,50.28,32
10146,4152,86.043332515849,1/7/2021,Jersey organic Cotton 100% 120 g/m2 BW,85.72,32
15501,4341,4044.8738961982,1/7/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,3844.6,395
15501,4391,2226.2484234889,1/7/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,2123.84,4
15829,4268,969.81630769231,1/7/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,956.01,230
15829,4391,533.77486702445,1/7/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,536.48,4
10170,4318,305.90219659521,1/7/2021,Jersey (recycled PET) Polyester/cotton 52/48 155 g/m2 BW,305.8,220
12517,4366,495.88305213353,1/7/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,495.9,7
12517,4408,22.823069345058,1/7/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,22.4,339
15277,4268,81.859432624113,1/7/2021,Jersey Polyester/cotton 52/48 175 g/m2 BW,107.02,230
,4408,51.5,1/7/2021,Single sided collar,50.8,339
,4199,65.206725,1/7/2021,Single sided collar,65.15,155
12033,4313,76.061538461538,1/7/2021,Rib stretch 2x1 Cotton/elastane 96/4 340 g/m2 BW,,5
12033,4408,3.1692307692308,1/7/2021,Rib stretch 2x1 Cotton/elastane 96/4 340 g/m2 BW,,339
16328,4392,891.2171669918,1/7/2021,Rib stretch 2x1 slub Viscose/cotton/elastane 49/49/2 230 g/m2 BW,890.72,54
16328,3738,896.66248573106,1/7/2021,Rib stretch 2x1 slub Viscose/cotton/elastane 49/49/2 230 g/m2 BW,896.8,43
16328,4231,27.226593696287,1/7/2021,Rib stretch 2x1 slub Viscose/cotton/elastane 49/49/2 230 g/m2 BW,27.4,19
12820,4573,15.137878787879,1/8/2021,Rib stretch 2x1 Polyester/cotton/elastane 50/47/3 390 g/m2 BW,15.2,315
12820,4408,0.46818181818182,1/8/2021,Rib stretch 2x1 Polyester/cotton/elastane 50/47/3 390 g/m2 BW,1,339
15501,4328,5.6253846153846,1/8/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,6,4
15501,4113,10.220769230769,1/8/2021,Fine fleece Polyester/cotton 34/66 265 g/m2 BW,10,395
16109,4400,2.1929032258065,1/8/2021,Fine fleece stretch Viscose/polyester/elastane 56/37/7 250 g/m2 BW,0.9,22
16109,4225,1.2293548387097,1/8/2021,Fine fleece stretch Viscose/polyester/elastane 56/37/7 250 g/m2 BW,2.75,324
16109,4352,13.19064516129,1/8/2021,Fine fleece stretch Viscose/polyester/elastane 56/37/7 250 g/m2 BW,13.39,509
16369,4408,0.46818181818182,1/8/2021,Rib stretch 2x1 Viscose/polyester/elastane 68/29/3 390 g/m2 BW,1,339
16369,4574,15.137878787879,1/8/2021,Rib stretch 2x1 Viscose/polyester/elastane 68/29/3 390 g/m2 BW,18,535
,4199,10.3,1/8/2021,Single sided collar,-7.32,155
10196,4392,199.87546037377,1/8/2021,Jersey stretch MVS Viscose/elastane 95/5 210 g/m2 BW,200.16,54
10196,4561,10.519761072304,1/8/2021,Jersey stretch MVS Viscose/elastane 95/5 210 g/m2 BW,11,19
10145,4289,1133.4675807043,1/8/2021,Jersey organic Cotton 100% 145 g/m2 BW,1136,31
10145,4291,1145.3669061303,1/8/2021,Jersey organic Cotton 100% 145 g/m2 BW,1105.4,31
10466,4289,62.776353380705,1/8/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,64.2,31
10466,4291,64.857337470673,1/8/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,67,31
13296,4187,732.01394759087,1/8/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,732,53
13296,4561,38.527049873204,1/8/2021,Jersey stretch MVS Viscose/elastane 95/5 243 g/m2 BW,38.2,19
10201,4187,23.013722730471,1/8/2021,Jersey airjet Viscose 100% 165 g/m2 BW,26.28,53
12472,4397,234.99762366381,1/9/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,234.72,193
12472,4365,192.27078299766,1/9/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,192,7
15606,4397,586.35783388917,1/9/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,576.76,193
15606,4028,191.58226255785,1/9/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,191.34,102
15606,4344,383.1645251157,1/9/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,385.8,7
16184,4028,382.58220767078,1/9/2021,Jersey feeder stripe (fabric dyed) Polyester/cotton 84/16 150 g/m2 BW,382.54,102
16184,4344,75.052012031111,1/9/2021,Jersey feeder stripe (fabric dyed) Polyester/cotton 84/16 150 g/m2 BW,75.1,7
10016,4344,20.608121427163,1/9/2021,Jersey Cotton 100% 145 g/m2 BW,25.92,7
12472,4397,356.87428502145,1/9/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,357.35,193
12472,4345,291.98805138119,1/9/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,294.06,7
13596,3882,1237.5065245148,1/9/2021,Jersey (PET DYED) Polyester/linen 90/10 140 g/m2 BW,1240.8,181
13632,3882,159.10557142857,1/9/2021,Rib stretch 1x1 Linen/polyester/elastane 10/88/2 240 g/m2 BW,160.88,181
13632,3190,2.7515714285714,1/9/2021,Rib stretch 1x1 Linen/polyester/elastane 10/88/2 240 g/m2 BW,3,323
15436,,229.21992653811,1/9/2021,Jersey stretch RS eco vero Viscose/elastane 93/7 240 g/m2 BW,229,
15436,4513,18.585399449036,1/9/2021,Jersey stretch RS eco vero Viscose/elastane 93/7 240 g/m2 BW,18.8,20
16120,4463,823.30897819174,1/9/2021,Jersey AOP discharge Cotton 100% 160 g/m2 BW,823.65,5
10087,4463,404.42206098062,1/9/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,404.41,5
10087,4513,21.285371630559,1/9/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,21,20
,4366,6.18,1/11/2021,Single sided collar,6.01,7
,832,2,1/11/2021,,2,219
10145,4230,954.54202938936,1/11/2021,Jersey organic Cotton 100% 145 g/m2 BW,955,31
10145,4291,1138.1524664751,1/11/2021,Jersey organic Cotton 100% 145 g/m2 BW,1137.3,31
10466,4230,51.701960784314,1/11/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,52,31
10466,4291,63.127808471455,1/11/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,62,31
15342,3937,503.40189047691,1/11/2021,Jersey organic grey melange (6% black) Cotton 100% 145 g/m2 BW,503.56,460
15584,3937,29.661909445746,1/11/2021,Rib 1x1 grey melange (organic) Cotton 100% 210 g/m2 BW,29.7,460
10143,3759,107.29166666667,1/11/2021,Jersey organic Cotton 100% 190 g/m2 BW,107.52,28
10466,3878,15.846153846154,1/11/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,,31
13453,4189,212.72473632792,1/11/2021,Jersey Cotton 100% 160 g/m2 BW,212.88,6
10103,4189,13.433879160266,1/11/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,13.4,6
10103,1981,0.41548079877112,1/11/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,0,378
10087,4463,23.936424731183,1/11/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,27.36,5
10087,4588,1.259811827957,1/11/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,2,20
15233,4002,220.40695934217,1/11/2021,Jersey grey melange (6% black) Cotton 100% 165 g/m2 BW,220.24,455
15234,4002,14.380748503773,1/11/2021,Rib stretch 1x1 grey melange (6% black) Cotton/elastane 97/3 300 g/m2 BW,14.8,455
15234,4037,0.44476541764247,1/11/2021,Rib stretch 1x1 grey melange (6% black) Cotton/elastane 97/3 300 g/m2 BW,2,20
15606,4397,273.94231202359,1/11/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,274.32,193
15606,3887,89.5059039285,1/11/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,90,102
15606,4345,179.011807857,1/11/2021,Jersey feeder stripe snake  Polyester/cotton 17/83 150 g/m2 BW,181.44,7
10466,4291,15.846153846154,1/11/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,15.92,31
12011,4341,2044.55,1/11/2021,Fine fleece brushed Polyester/cotton 31/69 265 g/m2 BW,1986.6,395
12011,4334,1391.736,1/11/2021,Fine fleece brushed Polyester/cotton 31/69 265 g/m2 BW,1391.76,3
10170,4318,23.955489158324,1/11/2021,Jersey (recycled PET) Polyester/cotton 52/48 155 g/m2 BW,20.8,220
12517,4366,552.02675692308,1/11/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,551.9,7
12517,4345,506.61786,1/11/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,509.44,7
12517,4408,48.724229230769,1/11/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,48.8,339
15277,4087,21.493340502756,1/11/2021,Jersey Polyester/cotton 52/48 175 g/m2 BW,36,230
12054,3730,12.270918918919,1/12/2021,Fleece Cotton 100% 365 g/m2 BW,13,5
12054,4102,13.074875675676,1/12/2021,Fleece Cotton 100% 365 g/m2 BW,14.72,226
12054,4281,16.967718918919,1/12/2021,Fleece Cotton 100% 365 g/m2 BW,16.92,4
10145,4230,875.18821603928,1/12/2021,Jersey organic Cotton 100% 145 g/m2 BW,875,31
10145,4291,884.45584045584,1/12/2021,Jersey organic Cotton 100% 145 g/m2 BW,847,31
15342,3937,922.41349041349,1/12/2021,Jersey organic grey melange (6% black) Cotton 100% 145 g/m2 BW,922.62,460
10466,4230,47.001782531194,1/12/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,46.74,31
10466,4291,48.55985267035,1/12/2021,Rib 1x1 organic Cotton 100% 200 g/m2 BW,30.92,31
15584,3937,50.280510018215,1/12/2021,Rib 1x1 grey melange (organic) Cotton 100% 210 g/m2 BW,50.3,460
16385,3977,11.620512820513,1/12/2021,Rib 1x1 Cotton 100% 300 g/m2 BW,11.76,8
13453,4403,2028.2005595275,1/12/2021,Jersey Cotton 100% 160 g/m2 BW,2038.38,6
10103,4403,83.814377165125,1/12/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,83.8,6
10103,4037,2.5921972319111,1/12/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,3.55,20
14266,4397,560.89964031249,1/12/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,560.57,193
14266,4401,709.65997969972,1/12/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,716.1,41
14266,4463,582.1333017409,1/12/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,582.17,5
14266,4390,586.00116656207,1/12/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,586.04,5
14321,4605,565.67488499341,1/12/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,554,7
14321,4366,1174.0164127742,1/12/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,1174.4,7
14321,4345,782.51340368664,1/12/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,782.06,7
14321,4377,470.39904924242,1/12/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,456.32,7
14321,4561,157.50546056298,1/12/2021,Jersey stretch Cotton/elastane 95/5 185 g/m2 BW,137.8,19
10141,4592,246.33263157895,1/12/2021,Jersey stretch lycra Polyamide/elastane 92/8 190 g/m2 BW,155.2,107
15604,4547,798.42666251307,1/12/2021,Jersey Viscose/polyester 30/70 120 g/m2 BW,798.4,473
15604,4547,616.94081356179,1/12/2021,Jersey Viscose/polyester 30/70 120 g/m2 BW,593.2,473
15604,4547,526.5789331442,1/12/2021,Jersey Viscose/polyester 30/70 120 g/m2 BW,526.6,473
15604,4547,564.61660919926,1/12/2021,Jersey Viscose/polyester 30/70 120 g/m2 BW,565.1,473
15604,4547,527.34103599272,1/12/2021,Jersey Viscose/polyester 30/70 120 g/m2 BW,527.3,473
12472,4397,387.89613685225,1/12/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,390.98,193
12472,4366,317.36956651548,1/12/2021,Jersey (aspect linen - snake) Cotton 100% 150 g/m2 BW,317.34,7
15309,4140,1343.8497721165,1/12/2021,Jersey Cotton 100% 145 g/m2 BW,1344.9,8
10104,4140,84.469943487831,1/12/2021,Rib stretch 1x1 Cotton/elastane 97/3 260 g/m2 BW,84.5,8
10104,4037,2.0327296218622,1/12/2021,Rib stretch 1x1 Cotton/elastane 97/3 260 g/m2 BW,4,20
10104,1981,0.57974285714286,1/12/2021,Rib stretch 1x1 Cotton/elastane 97/3 260 g/m2 BW,1,378
15241,3948,135.60805801377,1/13/2021,Jersey stretch (organic) Cotton/elastane 95/5 200 g/m2 BW,139,30
15241,4561,6.6879105211406,1/13/2021,Jersey stretch (organic) Cotton/elastane 95/5 200 g/m2 BW,7,19
10145,4289,18.566784869976,1/13/2021,Jersey organic Cotton 100% 145 g/m2 BW,18.6,31
12011,4341,2108.1708867023,1/13/2021,Fine fleece brushed Polyester/cotton 31/69 265 g/m2 BW,1899.6,395
12011,4334,1434.9734606965,1/13/2021,Fine fleece brushed Polyester/cotton 31/69 265 g/m2 BW,1434.96,3
10170,4318,23.141032234222,1/13/2021,Jersey (recycled PET) Polyester/cotton 52/48 155 g/m2 BW,23,220
15277,4087,20.59612313483,1/13/2021,Jersey Polyester/cotton 52/48 175 g/m2 BW,21,230
12517,4366,732.30156375748,1/13/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,732.34,7
12517,4284,262.81171970621,1/13/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,263.9,7
12517,4344,220.54348466741,1/13/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,222.6,7
12517,4343,55.950729913983,1/13/2021,Rib stretch 2x1 Cotton/elastane 96/4 285 g/m2 BW,56,339
10016,4344,96.614,1/13/2021,Jersey Cotton 100% 145 g/m2 BW,100.04,7
10016,4284,60.667,1/13/2021,Jersey Cotton 100% 145 g/m2 BW,61.04,7
10016,4316,75.499,1/13/2021,Jersey Cotton 100% 145 g/m2 BW,75,7
14266,4397,1465.2692893909,1/13/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,1465.23,193
14266,4401,1853.8841878816,1/13/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,1895.1,41
14266,4463,1181.2117532087,1/13/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,1181.23,5
14266,4390,1870.3708103489,1/13/2021,Jersey slub (aspect linen - snake) Cotton 100% 175 g/m2 BW,1870.42,5
10557,4336,47.538461538462,1/13/2021,Pique double Cotton 100% 235 g/m2 BW,48,5
10052,4336,21.128205128205,1/13/2021,Fine fleece Cotton 100% 230 g/m2 BW,21,5
10078,4336,16.040983606557,1/13/2021,Jersey stretch Cotton/elastane 95/5 240 g/m2 BW,20.8,5
10078,4037,0.84426229508197,1/13/2021,Jersey stretch Cotton/elastane 95/5 240 g/m2 BW,0.5,20
12896,4209,7.3480412371134,1/13/2021,Fine fleece brushed Cotton 100% 260 g/m2 BW,8,3
12896,4328,13.889072164948,1/13/2021,Fine fleece brushed Cotton 100% 260 g/m2 BW,16,4
15697,4230,424.01905305056,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,420,31
15697,4255,143.79317681217,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,144.2,31
15697,4588,49.374976509803,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,49.8,20
10145,4230,163.1982664654,1/13/2021,Jersey organic Cotton 100% 145 g/m2 BW,163,31
10145,4255,55.027397260274,1/13/2021,Jersey organic Cotton 100% 145 g/m2 BW,55,31
15697,4230,294.47712849759,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,294.55,31
15697,4255,125.8464468277,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,125.8,31
15697,4588,36.549876115243,1/13/2021,Jersey stretch (organic) Cotton/elastane 92/8 210 g/m2 BW,26.5,20
10145,4230,97.859234690446,1/13/2021,Jersey organic Cotton 100% 145 g/m2 BW,97.9,31
10145,4255,41.962962962963,1/13/2021,Jersey organic Cotton 100% 145 g/m2 BW,45,31
10133,4360,613.28146872639,1/13/2021,Jersey Lyocell 100% 140 g/m2 BW,586.32,61
13453,4403,962.35691499636,1/13/2021,Jersey Cotton 100% 160 g/m2 BW,962.28,6
10103,4403,57.159555753256,1/13/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,59.76,6
10103,4095,1.3560336432907,1/13/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,1,20
10103,1981,0.41178766866567,1/13/2021,Rib stretch 1x1 Cotton/elastane 97/3 290 g/m2 BW,-0.3,378
,4336,6.18,1/13/2021,Single sided collar,2,5
10087,4463,4312.3500281487,1/14/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,4223.72,5
10087,4390,3099.0229321663,1/14/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,3147.24,5
10087,4602,390.07226106921,1/14/2021,Pique stretch Cotton/elastane 95/5 220 g/m2 BW,286.4,20
